Title,Description,Author,Rating,Num Ratings,Price,Language,Length,Cover Image,URL
Quicksilver,"The Fae & Alchemy Series, Book 1",Callie Hart,5 out of 5 stars,"27,490 ratings",$34.40,"Language:
                                      English",20 hrs and 41 mins,https://m.media-amazon.com/images/I/51Rv94ClJjL._SL500_.jpg,https://www.audible.com/pd/Quicksilver-Audiobook/B0DBJ8Y2K1?qid=1746651095&sr=1-205&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_5
Fae and Fare,"The Wandering Inn, Book 2",pirateaba,5 out of 5 stars,"6,806 ratings",$41.99,"Language:
                                      English",61 hrs and 4 mins,https://m.media-amazon.com/images/I/51xoGrB4cHL._SL500_.jpg,https://www.audible.com/pd/Fae-and-Fare-Audiobook/1774241544?qid=1746651095&sr=1-206&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_6
River Marked (Dramatized Adaptation),"Mercy Thompson, Book 6",Patricia Briggs,,Not rated yet,$17.19,"Language:
                                      English",8 hrs,https://m.media-amazon.com/images/I/518momH9B2L._SL500_.jpg,https://www.audible.com/pd/River-Marked-Dramatized-Adaptation-Audiobook/B0F1DL7PX2?qid=1746651095&sr=1-208&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_8
Brigands & Breadknives,Legends & Lattes,Travis Baldree,,Not rated yet,$20.24,"Language:
                                      English",11 hrs and 18 mins,https://m.media-amazon.com/images/I/51j9JLq-xvL._SL500_.jpg,https://www.audible.com/pd/Brigands-Breadknives-Audiobook/B0DVBMNB9H?qid=1746651095&sr=1-209&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_9
The Runic Artist,Blank Canvas,Ellake,4.5 out of 5 stars,308 ratings,$49.90,"Language:
                                      English",16 hrs and 4 mins,https://m.media-amazon.com/images/I/51QlastAe+L._SL500_.jpg,https://www.audible.com/pd/The-Runic-Artist-Audiobook/B0DDM4D2LP?qid=1746651095&sr=1-210&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_10
The Stubborn Skill-Grinder in a Time Loop,A LitRPG Adventure,X-RHODEN-X,,Not rated yet,$29.95,"Language:
                                      English",24 hrs and 36 mins,https://m.media-amazon.com/images/I/514uXF2axhL._SL500_.jpg,https://www.audible.com/pd/The-Stubborn-Skill-Grinder-in-a-Time-Loop-Audiobook/B0F45BX5RJ?qid=1746651095&sr=1-211&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_11
A Clash of Kings,"A Song of Ice and Fire, Book 2",George R.R. Martin,5 out of 5 stars,"90,731 ratings",$40.50,"Language:
                                      English",37 hrs and 12 mins,https://m.media-amazon.com/images/I/51QaQpoSUCL._SL500_.jpg,https://www.audible.com/pd/A-Clash-of-Kings-Audiobook/B002UZKIBO?qid=1746651095&sr=1-212&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_12
This Inevitable Ruin,"Dungeon Crawler Carl, Book 7",Matt Dinniman,5 out of 5 stars,"8,999 ratings",$49.95,"Language:
                                      English",28 hrs and 40 mins,https://m.media-amazon.com/images/I/51rtjss07uL._SL500_.jpg,https://www.audible.com/pd/This-Inevitable-Ruin-Audiobook/B0DK282SYV?qid=1746651095&sr=1-213&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_13
A Court of Wings and Ruin (1 of 3) [Dramatized Adaptation],"A Court of Thorns and Roses, Book 3",Sarah J. Maas,5 out of 5 stars,"1,743 ratings",$17.19,"Language:
                                      English",6 hrs and 11 mins,https://m.media-amazon.com/images/I/51TsSCZLoZL._SL500_.jpg,https://www.audible.com/pd/A-Court-of-Wings-and-Ruin-1-of-3-Dramatized-Adaptation-Audiobook/B0B75TMRQF?qid=1746651095&sr=1-215&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_15
Rhino: The Rise of a Warrior,Hell Divers Series,Nicholas Sansbury Smith,5 out of 5 stars,288 ratings,$17.47,"Language:
                                      English",12 hrs and 57 mins,https://m.media-amazon.com/images/I/51JXVjKYJVL._SL500_.jpg,https://www.audible.com/pd/Rhino-The-Rise-of-a-Warrior-Audiobook/B0DKTXRLDD?qid=1746651095&sr=1-216&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_16
Rising Reign,"The Wolves of Crescent Creek, Book 3",Tessa Hale,,Not rated yet,$13.90,"Language:
                                      English",2 mins,https://m.media-amazon.com/images/I/51U1y8VbiyL._SL500_.jpg,https://www.audible.com/pd/Rising-Reign-Audiobook/B0F6DFQZ7P?qid=1746651095&sr=1-217&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_17
The Will of the Many,"Hierarchy, Book 1",James Islington,5 out of 5 stars,"7,961 ratings",$49.95,"Language:
                                      English",28 hrs and 14 mins,https://m.media-amazon.com/images/I/51w781hjJSL._SL500_.jpg,https://www.audible.com/pd/The-Will-of-the-Many-Audiobook/B0BXTL5Y9C?qid=1746651095&sr=1-218&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_18
Last Witch Attempt,"Wicked Witches of the Midwest, Book 26",Amanda M. Lee,5 out of 5 stars,16 ratings,$19.95,"Language:
                                      English",9 hrs and 39 mins,https://m.media-amazon.com/images/I/51b-Psf-smL._SL500_.jpg,https://www.audible.com/pd/Last-Witch-Attempt-Audiobook/B0F67GY7MZ?qid=1746651095&sr=1-219&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_19
Elliot,"The Exiles, Book 1",Terry Schott,,Not rated yet,$33.90,"Language:
                                      English",10 hrs and 5 mins,https://m.media-amazon.com/images/I/41meFb854cL._SL500_.jpg,https://www.audible.com/pd/Elliot-Audiobook/B0F3GKWTWV?qid=1746651095&sr=1-220&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_20
A Court of Mist and Fury (Part 2 of 2) (Dramatized Adaptation),"A Court of Thorns and Roses, Book 2",Sarah J. Maas,5 out of 5 stars,"2,341 ratings",$17.19,"Language:
                                      English",8 hrs and 23 mins,https://m.media-amazon.com/images/I/51ZU9xsE2uL._SL500_.jpg,https://www.audible.com/pd/A-Court-of-Mist-and-Fury-Part-2-of-2-Dramatized-Adaptation-Audiobook/B0B358HP4C?qid=1746651095&sr=1-222&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_22
The Fellowship of the Ring,"Lord of the Rings, Book 1",J. R. R. Tolkien,5 out of 5 stars,"21,688 ratings",$25.79,"Language:
                                      English",22 hrs and 38 mins,https://m.media-amazon.com/images/I/51YHc7SK5HL._SL500_.jpg,https://www.audible.com/pd/The-Fellowship-of-the-Ring-Audiobook/1705047572?qid=1746651095&sr=1-223&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_23
The Ashes and the Star-Cursed King,"Crowns of Nyaxia, Book 2",Carissa Broadbent,4.5 out of 5 stars,"2,336 ratings",$25.00,"Language:
                                      English",19 hrs and 27 mins,https://m.media-amazon.com/images/I/51oue-xMpiL._SL500_.jpg,https://www.audible.com/pd/The-Ashes-and-the-Star-Cursed-King-Audiobook/B0C2QQG8JJ?qid=1746651095&sr=1-224&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_24
Apocalypse Healer: A LitRPG Adventure,"Apocalypse Healer, Book 1",HideousGrain,4.5 out of 5 stars,54 ratings,$24.95,"Language:
                                      English",14 hrs and 48 mins,https://m.media-amazon.com/images/I/51xnwdcwwmL._SL500_.jpg,https://www.audible.com/pd/Apocalypse-Healer-A-LitRPG-Adventure-Audiobook/B0F2TTD3LL?qid=1746651095&sr=1-225&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_25
Age of Conquest,"Rise of Mankind, Book 8",Jez Cajiao,,Not rated yet,$30.09,"Language:
                                      English",30 hrs,https://m.media-amazon.com/images/I/411vP6ApyML._SL500_.jpg,https://www.audible.com/pd/Age-of-Conquest-Audiobook/B0DYGH4XK6?qid=1746651095&sr=1-226&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_26
Empire of the Dawn,"Empire of the Vampire, Book 3",Jay Kristoff,,Not rated yet,$24.74,"Language:
                                      English",14 hrs and 24 mins,https://m.media-amazon.com/images/I/5148sxAAoRL._SL500_.jpg,https://www.audible.com/pd/Empire-of-the-Dawn-Audiobook/B0DZJ3GFHM?qid=1746651095&sr=1-227&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_27
A Court of Mist and Fury (Part 1 of 2) (Dramatized Adaptation),A Court of Thorns and Roses 2,Sarah J. Maas,5 out of 5 stars,"2,623 ratings",$17.19,"Language:
                                      English",8 hrs and 26 mins,https://m.media-amazon.com/images/I/51KuUJ8ZkrL._SL500_.jpg,https://www.audible.com/pd/A-Court-of-Mist-and-Fury-Part-1-of-2-Dramatized-Adaptation-Audiobook/B09YGG792Q?qid=1746651095&sr=1-230&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_30
Lucius: The Faultless Blade,"Warhammer 40,000 Series",Ian St. Martin,4.5 out of 5 stars,6 ratings,$32.71,"Language:
                                      English",8 hrs and 52 mins,https://m.media-amazon.com/images/I/5132jqYp+tL._SL500_.jpg,https://www.audible.com/pd/Lucius-The-Faultless-Blade-Audiobook/B0F24X6W75?qid=1746651095&sr=1-233&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_33
Beneath the Cursed Veil,"Faeted Seasons, Book 1",Aurelia Jane,4 out of 5 stars,5 ratings,$19.95,"Language:
                                      English",7 hrs and 40 mins,https://m.media-amazon.com/images/I/51EcuktFnaL._SL500_.jpg,https://www.audible.com/pd/Beneath-the-Cursed-Veil-Audiobook/B0F68KTN6C?qid=1746651095&sr=1-234&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_34
The Lost Reclaimed,"A Dark Fantasy LitRPG Adventure (The Grand Game, Book 8)",Tom Elliot,5 out of 5 stars,106 ratings,$61.25,"Language:
                                      English",22 hrs and 6 mins,https://m.media-amazon.com/images/I/41UBOy7yR9L._SL500_.jpg,https://www.audible.com/pd/The-Lost-Reclaimed-Audiobook/B0F3GQFPFC?qid=1746651095&sr=1-235&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_35
Stormwolf Summer,"Shifter Cub Camp, Book 1",Zoe Chant,,Not rated yet,$33.90,"Language:
                                      English",12 hrs and 48 mins,https://m.media-amazon.com/images/I/51xfT43-Y7L._SL500_.jpg,https://www.audible.com/pd/Stormwolf-Summer-Audiobook/B0F67M3D4B?qid=1746651095&sr=1-236&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_36
1% Lifesteal,A LitRPG Adventure,Robert Blaise,4.5 out of 5 stars,753 ratings,$24.95,"Language:
                                      English",16 hrs and 36 mins,https://m.media-amazon.com/images/I/51YvqQFWY0L._SL500_.jpg,https://www.audible.com/pd/1-Lifesteal-Audiobook/B0DXLXLX9W?qid=1746651095&sr=1-237&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_37
The Wandering Inn,"The Wandering Inn, Book 1",pirateaba,4.5 out of 5 stars,"11,583 ratings",$44.99,"Language:
                                      English",48 hrs and 7 mins,https://m.media-amazon.com/images/I/51TRDvbGAtL._SL500_.jpg,https://www.audible.com/pd/The-Wandering-Inn-Audiobook/1774240327?qid=1746651095&sr=1-239&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_39
The Well of Ascension,"Mistborn, Book 2",Brandon Sanderson,5 out of 5 stars,"71,459 ratings",$33.74,"Language:
                                      English",28 hrs and 56 mins,https://m.media-amazon.com/images/I/61jTUT0xfCL._SL500_.jpg,https://www.audible.com/pd/The-Well-of-Ascension-Audiobook/B002V5GLQ4?qid=1746651095&sr=1-240&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_40
Demon World Boba Shop 2,"Demon World Boba Shop, Book 2",R. C. Joshua,,Not rated yet,$33.90,"Language:
                                      English",12 hrs and 48 mins,https://m.media-amazon.com/images/I/512GP1Wm59L._SL500_.jpg,https://www.audible.com/pd/Demon-World-Boba-Shop-2-Audiobook/B0F4L5W9DC?qid=1746651095&sr=1-241&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_41
School of Magic 3,A Mage Academy Fantasy,Dante King,5 out of 5 stars,8 ratings,$33.90,"Language:
                                      English",11 hrs and 15 mins,https://m.media-amazon.com/images/I/51BjOh75b6L._SL500_.jpg,https://www.audible.com/pd/School-of-Magic-3-Audiobook/B0F6TS3Z6M?qid=1746651095&sr=1-243&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_43
A Judgement of Powers,"Inheritance of Magic, Book 3",Benedict Jacka,,Not rated yet,$19.80,"Language:
                                      English",10 hrs,https://m.media-amazon.com/images/I/21KvvBJ8K5L._SL500_.jpg,https://www.audible.com/pd/A-Judgement-of-Powers-Audiobook/B0DZPGWB4Z?qid=1746651095&sr=1-244&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_44
You Can't Stay,A Dark Horror Thriller (Dark Crime Series),S. T. Ashman,,Not rated yet,$19.95,"Language:
                                      English",8 hrs and 50 mins,https://m.media-amazon.com/images/I/518RU9VVjtL._SL500_.jpg,https://www.audible.com/pd/You-Cant-Stay-Audiobook/B0F6ZN8JDB?qid=1746651095&sr=1-245&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_45
A Kingdom of Flesh and Fire,"Blood and Ash, Book 2",Jennifer L. Armentrout,5 out of 5 stars,"17,175 ratings",$32.89,"Language:
                                      English",24 hrs and 21 mins,https://m.media-amazon.com/images/I/61yI+GMLm7L._SL500_.jpg,https://www.audible.com/pd/A-Kingdom-of-Flesh-and-Fire-Audiobook/1713548143?qid=1746651095&sr=1-248&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CPVSQK2AJHQDEB9EKV10&plink=oc0Wu0HuzR7sMDaW&pageLoadId=U96t2cQfUUuF4ZJC&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_48
