Title,Description,Author,Rating,Num Ratings,Price,Language,Length,Cover Image,URL
The Dungeon Anarchist's Cookbook,"Dungeon Crawler Carl, Book 3",Matt Dinniman,5 out of 5 stars,"19,260 ratings",$29.95,"Language:
                                      English",16 hrs and 54 mins,https://m.media-amazon.com/images/I/518nfG1FaYL._SL500_.jpg,https://www.audible.com/pd/The-Dungeon-Anarchists-Cookbook-Audiobook/B094XCNV6G?qid=1746651092&sr=1-104&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_4
"Eight: New Blood, Old Bones","Eight, Book 4",Samer Rabadi,,Not rated yet,$49.90,"Language:
                                      English",18 hrs and 47 mins,https://m.media-amazon.com/images/I/51Yn2eXKpCL._SL500_.jpg,https://www.audible.com/pd/Eight-New-Blood-Old-Bones-Audiobook/B0F6PYQ387?qid=1746651092&sr=1-105&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_5
"Martial Arts vs Magic, Book 1",Mana Cultivation (A LitRP Progression Adventure),The Veiled Man,5 out of 5 stars,32 ratings,$33.90,"Language:
                                      English",13 hrs and 20 mins,https://m.media-amazon.com/images/I/51+JEkHvVvL._SL500_.jpg,https://www.audible.com/pd/Martial-Arts-vs-Magic-Book-1-Audiobook/B0F7232WYV?qid=1746651092&sr=1-106&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_6
A Curse Carved in Bone,Book Two of the Saga of the Unfated,Danielle L. Jensen,,Not rated yet,$22.50,"Language:
                                      English",14 hrs and 25 mins,https://m.media-amazon.com/images/I/51FWiUoMv1L._SL500_.jpg,https://www.audible.com/pd/A-Curse-Carved-in-Bone-Audiobook/B0D9QZVKLT?qid=1746651092&sr=1-107&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_7
Merchant of Rebellion,"Ard's Oath, Book 5",Bruce Sentar,5 out of 5 stars,203 ratings,$24.95,"Language:
                                      English",15 hrs and 55 mins,https://m.media-amazon.com/images/I/51YHDKuyhcL._SL500_.jpg,https://www.audible.com/pd/Merchant-of-Rebellion-Audiobook/B0F2NG6Y9H?qid=1746651092&sr=1-108&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_8
The Bond That Burns,"Bloodwing Academy, Book 2",Briar Boleyn,,Not rated yet,$33.90,"Language:
                                      English",14 hrs and 36 mins,https://m.media-amazon.com/images/I/51BdzFTxV0L._SL500_.jpg,https://www.audible.com/pd/The-Bond-That-Burns-Audiobook/B0F6VKTXP8?qid=1746651092&sr=1-109&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_9
A Thousand Li: The Fourth Wall,"A Thousand Li, Book 12",Tao Wong,,Not rated yet,$34.95,"Language:
                                      English",Not Yet Known,https://m.media-amazon.com/images/I/510n9rOaSsL._SL500_.jpg,https://www.audible.com/pd/A-Thousand-Li-The-Fourth-Wall-Audiobook/B0F4Y2SHZS?qid=1746651092&sr=1-110&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_10
The Wolf's Advance: A Blood Magic Lycanthrope LitRPG,"Wolf of the Blood Moon, Book 2",Shane Purdy,,Not rated yet,$49.90,"Language:
                                      English",17 hrs,https://m.media-amazon.com/images/I/51ZU3zOeLiL._SL500_.jpg,https://www.audible.com/pd/The-Wolfs-Advance-A-Blood-Magic-Lycanthrope-LitRPG-Audiobook/B0F67KLM54?qid=1746651092&sr=1-111&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_11
He Who Fights with Monsters: A LitRPG Adventure,"He Who Fights with Monsters, Book 1",Shirtaloon,5 out of 5 stars,"41,314 ratings",$38.00,"Language:
                                      English",28 hrs and 56 mins,https://m.media-amazon.com/images/I/51KQ+4F1OVL._SL500_.jpg,https://www.audible.com/pd/He-Who-Fights-with-Monsters-A-LitRPG-Adventure-Audiobook/1774248182?qid=1746651092&sr=1-113&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_13
Come for Me,"The Hunt, Book 1",CJ Sweet,4.5 out of 5 stars,392 ratings,$19.95,"Language:
                                      English",7 hrs and 51 mins,https://m.media-amazon.com/images/I/51s-4pZjj2L._SL500_.jpg,https://www.audible.com/ac/Come-for-Me-Audiobook/B0F44VJPZR?qid=1746651092&sr=1-114&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_14
Atonement Sky,"Psy-Changeling Trinity, Book 9",Nalini Singh,,Not rated yet,$17.49,"Language:
                                      English",15 hrs,https://m.media-amazon.com/images/I/41jfQQ6Z4IL._SL500_.jpg,https://www.audible.com/pd/Atonement-Sky-Audiobook/B0DVMZC58V?qid=1746651092&sr=1-115&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_15
Shadow Princess (1 of 2) (Dramatized Adaptation),"Zodiac Academy, Book 4",Susanne Valenti,,Not rated yet,$21.49,"Language:
                                      English",9 hrs,https://m.media-amazon.com/images/I/61hQkGHh1PL._SL500_.jpg,https://www.audible.com/pd/Shadow-Princess-1-of-2-Dramatized-Adaptation-Audiobook/B0F1DLFCGN?qid=1746651092&sr=1-116&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_16
Cottonmouth,"Naga Brides, Book 6",Naomi Lucas,,Not rated yet,$33.90,"Language:
                                      English",12 hrs and 19 mins,https://m.media-amazon.com/images/I/51ZOC8wtY4L._SL500_.jpg,https://www.audible.com/pd/Cottonmouth-Audiobook/B0F39CWJMV?qid=1746651092&sr=1-117&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_17
Carl's Doomsday Scenario,"Dungeon Crawler Carl, Book 2",Matt Dinniman,5 out of 5 stars,"19,595 ratings",$24.95,"Language:
                                      English",11 hrs and 28 mins,https://m.media-amazon.com/images/I/51e1PKKdv8L._SL500_.jpg,https://www.audible.com/pd/Carls-Doomsday-Scenario-Audiobook/B0934GTSGT?qid=1746651092&sr=1-118&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_18
There Is No Antimemetics Division,A Novel,qntm,,Not rated yet,$19.80,"Language:
                                      English",9 hrs,https://m.media-amazon.com/images/I/517HCGnYzmL._SL500_.jpg,https://www.audible.com/pd/There-Is-No-Antimemetics-Division-Audiobook/B0DWC5SRXV?qid=1746651092&sr=1-119&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_19
Throne of Glass (Dramatized Adaptation),"Throne of Glass, Book 1",Sarah J. Maas,,Not rated yet,$21.65,"Language:
                                      English",11 hrs,https://m.media-amazon.com/images/I/41-O2mkG81L._SL500_.jpg,https://www.audible.com/pd/Throne-of-Glass-Dramatized-Adaptation-Audiobook/B0DQXGKBPW?qid=1746651092&sr=1-120&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_20
Fated to the Wolf Billionaire,"The Hunted Omegas, Book 4",April L. Moon,,Not rated yet,$33.90,"Language:
                                      English",11 hrs and 6 mins,https://m.media-amazon.com/images/I/5151qTPzlIL._SL500_.jpg,https://www.audible.com/pd/Fated-to-the-Wolf-Billionaire-Audiobook/B0F4ZTFKNN?qid=1746651092&sr=1-121&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_21
"The Witches of Scotland: The Complete Series, Books 1-8","Complete 8 Book Bundle of the Akashic Chronicles, an Urban Fantasy Series",Steven P Aitchison,4.5 out of 5 stars,515 ratings,$29.95,"Language:
                                      English",32 hrs and 7 mins,https://m.media-amazon.com/images/I/51izAodIYwL._SL500_.jpg,https://www.audible.com/pd/The-Witches-of-Scotland-The-Complete-Series-Books-1-8-Audiobook/B0DKV6VVK2?qid=1746651092&sr=1-122&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_22
The End of the World as We Know It,New Tales of Stephen King's The Stand,Christopher Golden - contributor,,Not rated yet,$29.99,"Language:
                                      English",26 hrs and 30 mins,https://m.media-amazon.com/images/I/51dphNTcPaL._SL500_.jpg,https://www.audible.com/pd/The-End-of-the-World-as-We-Know-It-Audiobook/B0DPJJM5NJ?qid=1746651092&sr=1-123&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_23
New Potential,"Ultimate Level 1, Book 6",Shawn Wilson,,Not rated yet,$33.90,"Language:
                                      English",11 hrs and 57 mins,https://m.media-amazon.com/images/I/51qEFyjSwnL._SL500_.jpg,https://www.audible.com/pd/New-Potential-Audiobook/B0DNKQMPQ8?qid=1746651092&sr=1-124&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_24
Trailer Park Elves 2,A Humorous LitRPG Slice-of-Life Adventure,Michael Dalton,5 out of 5 stars,13 ratings,$33.90,"Language:
                                      English",7 hrs and 41 mins,https://m.media-amazon.com/images/I/51Xvd1wu85L._SL500_.jpg,https://www.audible.com/pd/Trailer-Park-Elves-2-Audiobook/B0F6VD9BSD?qid=1746651092&sr=1-125&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_25
Galactic Patrol,Lensman #3,E.E. Smith,,Not rated yet,$19.95,"Language:
                                      English",8 hrs and 35 mins,https://m.media-amazon.com/images/I/31GfH72dupL._SL500_.jpg,https://www.audible.com/pd/Galactic-Patrol-Audiobook/B0DJWQ2V65?qid=1746651092&sr=1-126&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_26
Path of the Knight,"Dark Ascension, Book 1",Alexander Layne,,Not rated yet,$21.49,"Language:
                                      English",13 hrs and 50 mins,https://m.media-amazon.com/images/I/41K1kNrjc-L._SL500_.jpg,https://www.audible.com/pd/Path-of-the-Knight-Audiobook/B0DXR67RL7?qid=1746651092&sr=1-127&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_27
The Primal Hunter 11,A LitRPG Adventure,Zogarth,5 out of 5 stars,"4,270 ratings",$29.95,"Language:
                                      English",23 hrs and 31 mins,https://m.media-amazon.com/images/I/51D2PXx3VwL._SL500_.jpg,https://www.audible.com/pd/The-Primal-Hunter-11-Audiobook/B0DWG4J2SH?qid=1746651092&sr=1-128&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_28
An Education in Magical Affairs: An Isekai LitRPG,"I'm Not the Hero, Book 3",SourpatchHero,,Not rated yet,$49.90,"Language:
                                      English",16 hrs,https://m.media-amazon.com/images/I/51oi1zhGZHL._SL500_.jpg,https://www.audible.com/pd/An-Education-in-Magical-Affairs-An-Isekai-LitRPG-Audiobook/B0DJPXB664?qid=1746651092&sr=1-129&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_29
Mage of Waycross 4,A Slice of Life Fantasy Adventure,Jack Bryce,5 out of 5 stars,1 rating,$46.19,"Language:
                                      English",7 hrs and 28 mins,https://m.media-amazon.com/images/I/51T7Jx2BDoL._SL500_.jpg,https://www.audible.com/pd/Mage-of-Waycross-4-Audiobook/B0F67GZNMT?qid=1746651092&sr=1-130&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_30
Rise of the Living Forge 3,A LitRPG Adventure,Actus,5 out of 5 stars,218 ratings,$29.95,"Language:
                                      English",21 hrs and 11 mins,https://m.media-amazon.com/images/I/51VA2JzliwL._SL500_.jpg,https://www.audible.com/pd/Rise-of-the-Living-Forge-3-Audiobook/B0F1V8K6DD?qid=1746651092&sr=1-131&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_31
Archangel's Ascension,"Guild Hunter, Book 17",Nalini Singh,,Not rated yet,$18.15,"Language:
                                      English",11 hrs and 44 mins,https://m.media-amazon.com/images/I/51uHO3GQncL._SL500_.jpg,https://www.audible.com/pd/Archangels-Ascension-Audiobook/B0F5BSFMHG?qid=1746651092&sr=1-132&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_32
The Last Wizards' Ball,"Gunnie Rose, Book 6",Charlaine Harris,,Not rated yet,$25.00,"Language:
                                      English",10 hrs and 15 mins,https://m.media-amazon.com/images/I/41b0rLIMxbL._SL500_.jpg,https://www.audible.com/pd/The-Last-Wizards-Ball-Audiobook/B0F2W35YK5?qid=1746651092&sr=1-133&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_33
Age of Expansion,"Rise of Mankind, Book 7",Jez Cajiao,5 out of 5 stars,162 ratings,$30.09,"Language:
                                      English",23 hrs and 52 mins,https://m.media-amazon.com/images/I/51+V44JlUML._SL500_.jpg,https://www.audible.com/pd/Age-of-Expansion-Audiobook/B0F22PX5TK?qid=1746651092&sr=1-134&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_34
Gateway,"Expeditionary Force, Book 18",Craig Alanson,5 out of 5 stars,973 ratings,$49.90,"Language:
                                      English",19 hrs and 26 mins,https://m.media-amazon.com/images/I/51lJw-V9g8L._SL500_.jpg,https://www.audible.com/pd/Gateway-Audiobook/B0DRPQFHHW?qid=1746651092&sr=1-135&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_35
Farsight: Blade of Truth,"Farsight: Warhammer 40,000, Book 3",Phil Kelly,4.5 out of 5 stars,36 ratings,$32.71,"Language:
                                      English",13 hrs and 13 mins,https://m.media-amazon.com/images/I/51qMYYWO5oL._SL500_.jpg,https://www.audible.com/pd/Farsight-Blade-of-Truth-Audiobook/B0F1464NG6?qid=1746651092&sr=1-136&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_36
Bog Standard Isekai: Nightmares,"A LitRPG Isekai Adventure (Bog Standard Isekai, Book 3)",Miles English,5 out of 5 stars,288 ratings,$29.95,"Language:
                                      English",21 hrs and 23 mins,https://m.media-amazon.com/images/I/519HfHdJ+WL._SL500_.jpg,https://www.audible.com/pd/Bog-Standard-Isekai-Nightmares-Audiobook/B0F3399GPB?qid=1746651092&sr=1-137&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_37
Devil's Desk 3,"Michael Talbot Adventures, Book 3",Mark Tufo,,Not rated yet,$19.95,"Language:
                                      English",Not Yet Known,https://m.media-amazon.com/images/I/4188FfBOuOL._SL500_.jpg,https://www.audible.com/pd/Devils-Desk-3-Audiobook/B0F1BTDZKM?qid=1746651092&sr=1-138&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_38
Bonds of Hercules,"Villains of Lore, Book 2",Jasmine Mas,,Not rated yet,$25.19,"Language:
                                      English",13 hrs and 45 mins,https://m.media-amazon.com/images/I/513z-DsHNsL._SL500_.jpg,https://www.audible.com/pd/Bonds-of-Hercules-Audiobook/B0DH8Z36K9?qid=1746651092&sr=1-139&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_39
Of Empires and Dust,"The Bound and The Broken, Book 4",Ryan Cahill,,Not rated yet,$54.99,"Language:
                                      English",52 hrs and 13 mins,https://m.media-amazon.com/images/I/61em+CDfrqL._SL500_.jpg,https://www.audible.com/pd/Of-Empires-and-Dust-Audiobook/B0F2GCG1V2?qid=1746651092&sr=1-140&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_40
Moonclad,"A Progression Fantasy Epic (Keiran: The Eternal Mage, Book 5)",D.E. Sherman,5 out of 5 stars,28 ratings,$49.90,"Language:
                                      English",16 hrs and 2 mins,https://m.media-amazon.com/images/I/51vpLAN92SL._SL500_.jpg,https://www.audible.com/pd/Moonclad-Audiobook/B0F6PXT37Y?qid=1746651092&sr=1-141&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_41
Enchantra,"A Spicy Fantasy Romance (Wicked Games, Book 2)",Kaylie Smith,4.5 out of 5 stars,"1,151 ratings",$24.95,"Language:
                                      English",11 hrs and 57 mins,https://m.media-amazon.com/images/I/61J3CzYBfpL._SL500_.jpg,https://www.audible.com/ac/Enchantra-Audiobook/B0F1DHQJT5?qid=1746651092&sr=1-143&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_43
"Magic, Academies & Vampires","The Vampire Vincent, Book 2",Benjamin Kerei,,Not rated yet,$49.90,"Language:
                                      English",17 hrs and 8 mins,https://m.media-amazon.com/images/I/51wtaMazFJL._SL500_.jpg,https://www.audible.com/pd/Magic-Academies-Vampires-Audiobook/B0DR3J21R6?qid=1746651092&sr=1-144&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_44
Royal Dragons 3,"An Epic Fantasy (Kings & Dragons, Book 3)",Marcus Sloss,5 out of 5 stars,17 ratings,$33.90,"Language:
                                      English",8 hrs and 32 mins,https://m.media-amazon.com/images/I/515NxhQifvL._SL500_.jpg,https://www.audible.com/pd/Royal-Dragons-3-Audiobook/B0F6QJYGDQ?qid=1746651092&sr=1-145&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9Z73B0WYTS1KK85BZ8F5&plink=4UmYD9TSyHu0rzIu&pageLoadId=AUWnkmwnUOoDT1Q2&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_45
